Image,Detected_Classes,Class_Frequencies
img/60175.png,"['bed', 'person']","{'bed': 3, 'person': 1}"
img/90538.png,"['person', 'handbag', 'tie', 'backpack', 'umbrella', 'car', 'surfboard']","{'person': 27, 'handbag': 5, 'tie': 1, 'backpack': 1, 'umbrella': 1, 'car': 1, 'surfboard': 1}"
img/06931.png,"['person', 'tie', 'chair', 'cell phone', 'dining table', 'remote', 'handbag', 'pizza', 'cup', 'bench', 'couch', 'bottle']","{'person': 37, 'tie': 3, 'chair': 22, 'cell phone': 5, 'dining table': 12, 'remote': 1, 'handbag': 1, 'pizza': 1, 'cup': 1, 'bench': 4, 'couch': 2, 'bottle': 1}"
img/69403.png,"['bench', 'person']","{'bench': 2, 'person': 2}"
img/21530.png,"['person', 'tie', 'toothbrush']","{'person': 1, 'tie': 5, 'toothbrush': 1}"
img/03146.png,"['person', 'elephant', 'tie', 'backpack', 'handbag', 'horse', 'dog', 'baseball glove', 'cow', 'chair']","{'person': 11, 'elephant': 1, 'tie': 6, 'backpack': 1, 'handbag': 7, 'horse': 1, 'dog': 1, 'baseball glove': 1, 'cow': 1, 'chair': 1}"
img/04879.png,['person'],{'person': 1}
img/14583.png,"['person', 'frisbee', 'cell phone', 'book', 'car', 'tennis racket']","{'person': 1, 'frisbee': 1, 'cell phone': 1, 'book': 1, 'car': 2, 'tennis racket': 1}"
img/31894.png,['person'],{'person': 1}
img/90734.png,"['person', 'cell phone', 'chair', 'clock', 'dog', 'suitcase', 'backpack', 'bicycle', 'handbag', 'bench', 'skateboard', 'umbrella', 'couch']","{'person': 42, 'cell phone': 4, 'chair': 39, 'clock': 1, 'dog': 2, 'suitcase': 2, 'backpack': 1, 'bicycle': 2, 'handbag': 1, 'bench': 2, 'skateboard': 2, 'umbrella': 1, 'couch': 1}"
img/67841.png,"['person', 'banana', 'sandwich', 'bowl', 'donut', 'hot dog', 'cake', 'cell phone', 'cup', 'baseball glove', 'pizza', 'backpack', 'handbag', 'chair']","{'person': 7, 'banana': 7, 'sandwich': 3, 'bowl': 2, 'donut': 1, 'hot dog': 2, 'cake': 3, 'cell phone': 1, 'cup': 5, 'baseball glove': 1, 'pizza': 1, 'backpack': 1, 'handbag': 1, 'chair': 2}"
img/24689.png,"['dog', 'horse', 'cow', 'sheep', 'bear', 'elephant']","{'dog': 1, 'horse': 1, 'cow': 1, 'sheep': 1, 'bear': 1, 'elephant': 1}"
img/39564.png,"['person', 'teddy bear', 'boat', 'dog', 'sheep', 'bench']","{'person': 3, 'teddy bear': 1, 'boat': 1, 'dog': 1, 'sheep': 1, 'bench': 1}"
img/15763.png,"['person', 'bowl', 'dining table', 'book', 'chair', 'cake', 'clock', 'refrigerator', 'remote']","{'person': 1, 'bowl': 1, 'dining table': 2, 'book': 5, 'chair': 3, 'cake': 1, 'clock': 1, 'refrigerator': 1, 'remote': 1}"
img/76091.png,"['bear', 'sheep']","{'bear': 1, 'sheep': 1}"
img/23047.png,"['person', 'cell phone']","{'person': 1, 'cell phone': 2}"
img/35186.png,"['person', 'bed', 'tie', 'couch']","{'person': 2, 'bed': 2, 'tie': 1, 'couch': 1}"
img/21386.png,"['person', 'cell phone', 'toothbrush', 'spoon']","{'person': 3, 'cell phone': 2, 'toothbrush': 2, 'spoon': 1}"
img/80713.png,"['person', 'oven', 'tv', 'chair', 'refrigerator', 'scissors', 'keyboard', 'bowl', 'truck', 'bench', 'car', 'microwave']","{'person': 2, 'oven': 1, 'tv': 1, 'chair': 2, 'refrigerator': 1, 'scissors': 1, 'keyboard': 1, 'bowl': 1, 'truck': 1, 'bench': 2, 'car': 1, 'microwave': 1}"
img/50483.png,"['person', 'car', 'bus', 'handbag', 'truck', 'baseball bat', 'chair', 'skateboard', 'bicycle', 'cell phone', 'snowboard']","{'person': 39, 'car': 10, 'bus': 1, 'handbag': 10, 'truck': 4, 'baseball bat': 2, 'chair': 1, 'skateboard': 2, 'bicycle': 1, 'cell phone': 1, 'snowboard': 1}"
img/41250.png,"['person', 'chair', 'umbrella', 'handbag', 'laptop', 'book', 'couch', 'sports ball']","{'person': 14, 'chair': 4, 'umbrella': 4, 'handbag': 2, 'laptop': 3, 'book': 1, 'couch': 1, 'sports ball': 1}"
img/45326.png,"['dog', 'horse', 'cow', 'person', 'sheep', 'bear']","{'dog': 1, 'horse': 1, 'cow': 1, 'person': 1, 'sheep': 1, 'bear': 1}"
img/09241.png,"['person', 'oven', 'banana', 'refrigerator', 'tv', 'sink', 'pizza', 'bottle', 'bench', 'chair', 'suitcase', 'hot dog', 'handbag', 'sandwich']","{'person': 2, 'oven': 5, 'banana': 1, 'refrigerator': 6, 'tv': 1, 'sink': 4, 'pizza': 1, 'bottle': 3, 'bench': 2, 'chair': 2, 'suitcase': 2, 'hot dog': 1, 'handbag': 1, 'sandwich': 1}"
img/08524.png,"['person', 'cell phone']","{'person': 10, 'cell phone': 1}"
img/31468.png,"['person', 'teddy bear', 'tie', 'baseball glove', 'chair', 'handbag', 'cup']","{'person': 2, 'teddy bear': 7, 'tie': 1, 'baseball glove': 1, 'chair': 3, 'handbag': 1, 'cup': 1}"
img/57431.png,"['person', 'wine glass', 'book', 'dining table', 'microwave', 'bottle', 'oven', 'refrigerator', 'cup', 'backpack', 'toothbrush', 'hair drier', 'bowl', 'toaster']","{'person': 3, 'wine glass': 3, 'book': 6, 'dining table': 1, 'microwave': 1, 'bottle': 7, 'oven': 2, 'refrigerator': 4, 'cup': 2, 'backpack': 1, 'toothbrush': 1, 'hair drier': 1, 'bowl': 1, 'toaster': 1}"
img/06135.png,"['person', 'dining table', 'cake', 'bed']","{'person': 2, 'dining table': 1, 'cake': 1, 'bed': 1}"
img/70456.png,"['person', 'bed', 'banana', 'tie', 'backpack', 'handbag', 'motorcycle', 'skis', 'fire hydrant', 'couch', 'parking meter']","{'person': 45, 'bed': 1, 'banana': 4, 'tie': 10, 'backpack': 1, 'handbag': 1, 'motorcycle': 1, 'skis': 6, 'fire hydrant': 1, 'couch': 1, 'parking meter': 1}"
img/53214.png,"['person', 'potted plant', 'carrot', 'orange', 'bowl', 'remote', 'vase', 'cell phone', 'broccoli']","{'person': 5, 'potted plant': 1, 'carrot': 10, 'orange': 1, 'bowl': 2, 'remote': 1, 'vase': 1, 'cell phone': 1, 'broccoli': 1}"
img/48523.png,"['person', 'laptop', 'keyboard', 'chair', 'mouse', 'oven', 'dining table', 'cell phone']","{'person': 1, 'laptop': 3, 'keyboard': 1, 'chair': 3, 'mouse': 1, 'oven': 1, 'dining table': 1, 'cell phone': 1}"
img/45093.png,"['person', 'bed', 'couch']","{'person': 3, 'bed': 1, 'couch': 1}"
img/98374.png,"['person', 'cell phone', 'remote', 'bottle', 'hair drier', 'handbag']","{'person': 7, 'cell phone': 3, 'remote': 1, 'bottle': 1, 'hair drier': 1, 'handbag': 1}"
img/89026.png,"['person', 'cell phone']","{'person': 8, 'cell phone': 1}"
img/94152.png,"['person', 'donut', 'bed']","{'person': 4, 'donut': 1, 'bed': 1}"
img/63719.png,"['person', 'laptop', 'chair', 'handbag', 'bottle', 'book', 'scissors', 'dining table', 'refrigerator', 'oven', 'bench', 'suitcase', 'bowl', 'backpack', 'tv', 'microwave', 'cup']","{'person': 9, 'laptop': 3, 'chair': 4, 'handbag': 1, 'bottle': 1, 'book': 2, 'scissors': 2, 'dining table': 1, 'refrigerator': 1, 'oven': 2, 'bench': 2, 'suitcase': 1, 'bowl': 1, 'backpack': 1, 'tv': 1, 'microwave': 1, 'cup': 1}"
img/80392.png,[],{}
img/98035.png,"['person', 'tie', 'clock']","{'person': 4, 'tie': 1, 'clock': 2}"
img/26573.png,"['person', 'frisbee', 'cell phone', 'book', 'car', 'remote']","{'person': 1, 'frisbee': 1, 'cell phone': 1, 'book': 1, 'car': 2, 'remote': 1}"
img/15379.png,"['person', 'couch', 'chair', 'cell phone', 'sink', 'toilet', 'cup', 'remote', 'handbag', 'bowl', 'scissors', 'dining table', 'potted plant', 'book', 'umbrella', 'pizza', 'refrigerator']","{'person': 14, 'couch': 3, 'chair': 9, 'cell phone': 3, 'sink': 1, 'toilet': 4, 'cup': 1, 'remote': 1, 'handbag': 1, 'bowl': 1, 'scissors': 1, 'dining table': 2, 'potted plant': 3, 'book': 1, 'umbrella': 1, 'pizza': 1, 'refrigerator': 1}"
img/10564.png,"['wine glass', 'person', 'dining table', 'remote', 'handbag', 'bird', 'baseball glove', 'cell phone', 'book', 'couch', 'cow', 'bed', 'suitcase']","{'wine glass': 1, 'person': 7, 'dining table': 3, 'remote': 1, 'handbag': 2, 'bird': 2, 'baseball glove': 1, 'cell phone': 3, 'book': 2, 'couch': 1, 'cow': 1, 'bed': 2, 'suitcase': 1}"
img/80463.png,"['person', 'oven', 'spoon', 'chair', 'clock', 'fork', 'sink', 'bottle']","{'person': 1, 'oven': 2, 'spoon': 5, 'chair': 1, 'clock': 3, 'fork': 2, 'sink': 1, 'bottle': 1}"
img/35687.png,"['person', 'hair drier']","{'person': 1, 'hair drier': 1}"
img/28579.png,"['person', 'elephant', 'horse', 'handbag', 'cup']","{'person': 5, 'elephant': 4, 'horse': 1, 'handbag': 1, 'cup': 1}"
img/71453.png,"['person', 'tie']","{'person': 2, 'tie': 4}"
img/13285.png,"['skateboard', 'vase', 'knife', 'baseball bat']","{'skateboard': 1, 'vase': 1, 'knife': 1, 'baseball bat': 1}"
img/01634.png,"['person', 'sheep', 'knife', 'dog', 'scissors', 'backpack', 'teddy bear', 'handbag', 'bowl', 'hair drier', 'potted plant', 'bicycle']","{'person': 7, 'sheep': 3, 'knife': 3, 'dog': 1, 'scissors': 4, 'backpack': 1, 'teddy bear': 2, 'handbag': 1, 'bowl': 1, 'hair drier': 1, 'potted plant': 1, 'bicycle': 1}"
img/85630.png,"['person', 'chair', 'potted plant', 'bench']","{'person': 2, 'chair': 5, 'potted plant': 2, 'bench': 1}"
img/16302.png,"['person', 'dog', 'tennis racket', 'bird', 'scissors', 'sports ball', 'cat', 'bear', 'knife', 'baseball bat', 'tie']","{'person': 5, 'dog': 1, 'tennis racket': 2, 'bird': 1, 'scissors': 1, 'sports ball': 1, 'cat': 1, 'bear': 1, 'knife': 1, 'baseball bat': 1, 'tie': 1}"
img/73846.png,"['person', 'refrigerator', 'backpack', 'bicycle', 'handbag', 'skis']","{'person': 3, 'refrigerator': 1, 'backpack': 2, 'bicycle': 2, 'handbag': 1, 'skis': 1}"
img/27496.png,"['person', 'chair', 'potted plant', 'bench']","{'person': 2, 'chair': 3, 'potted plant': 2, 'bench': 2}"
img/75806.png,"['person', 'tie', 'chair', 'dining table', 'cell phone', 'bed', 'sink', 'handbag', 'bench', 'umbrella', 'bowl', 'remote']","{'person': 14, 'tie': 6, 'chair': 9, 'dining table': 8, 'cell phone': 3, 'bed': 1, 'sink': 1, 'handbag': 2, 'bench': 1, 'umbrella': 1, 'bowl': 1, 'remote': 1}"
img/30154.png,"['person', 'tie', 'handbag', 'chair', 'bowl', 'dining table', 'skateboard', 'cup', 'clock']","{'person': 1, 'tie': 1, 'handbag': 1, 'chair': 1, 'bowl': 1, 'dining table': 2, 'skateboard': 1, 'cup': 1, 'clock': 1}"
img/68594.png,"['person', 'bird', 'chair', 'broccoli', 'cake']","{'person': 1, 'bird': 1, 'chair': 2, 'broccoli': 1, 'cake': 1}"
img/64803.png,['person'],{'person': 1}
img/65071.png,"['person', 'bed']","{'person': 2, 'bed': 2}"
img/07193.png,"['person', 'bottle', 'cup', 'cell phone', 'remote']","{'person': 1, 'bottle': 1, 'cup': 1, 'cell phone': 1, 'remote': 1}"
img/60812.png,"['person', 'bed', 'potted plant', 'dining table', 'chair', 'bench']","{'person': 2, 'bed': 1, 'potted plant': 2, 'dining table': 1, 'chair': 1, 'bench': 1}"
img/23619.png,"['laptop', 'person', 'cell phone', 'dining table', 'chair', 'book', 'bowl', 'sink', 'mouse', 'knife', 'toilet', 'remote', 'tie', 'bicycle', 'handbag', 'cup', 'keyboard']","{'laptop': 3, 'person': 11, 'cell phone': 1, 'dining table': 8, 'chair': 11, 'book': 35, 'bowl': 1, 'sink': 1, 'mouse': 2, 'knife': 1, 'toilet': 1, 'remote': 1, 'tie': 2, 'bicycle': 1, 'handbag': 1, 'cup': 1, 'keyboard': 1}"
img/45610.png,"['person', 'tie', 'umbrella', 'cell phone', 'cup', 'backpack', 'handbag']","{'person': 56, 'tie': 23, 'umbrella': 2, 'cell phone': 2, 'cup': 1, 'backpack': 1, 'handbag': 1}"
img/91260.png,"['person', 'bus', 'baseball bat', 'truck', 'bicycle', 'skateboard', 'handbag', 'train', 'backpack', 'car', 'cell phone', 'boat', 'snowboard']","{'person': 48, 'bus': 1, 'baseball bat': 2, 'truck': 2, 'bicycle': 1, 'skateboard': 2, 'handbag': 1, 'train': 1, 'backpack': 1, 'car': 1, 'cell phone': 1, 'boat': 1, 'snowboard': 1}"
img/87526.png,"['cat', 'bird', 'bed', 'potted plant']","{'cat': 1, 'bird': 1, 'bed': 1, 'potted plant': 1}"
img/54621.png,"['person', 'cup', 'bottle', 'dining table', 'chair', 'cell phone', 'vase']","{'person': 15, 'cup': 2, 'bottle': 1, 'dining table': 3, 'chair': 5, 'cell phone': 2, 'vase': 2}"
img/45792.png,"['person', 'cup', 'clock', 'oven', 'chair', 'refrigerator', 'wine glass', 'bottle', 'book', 'microwave']","{'person': 5, 'cup': 2, 'clock': 3, 'oven': 3, 'chair': 2, 'refrigerator': 1, 'wine glass': 1, 'bottle': 4, 'book': 2, 'microwave': 1}"
img/26891.png,"['person', 'teddy bear', 'cell phone', 'cup', 'remote', 'bottle']","{'person': 6, 'teddy bear': 3, 'cell phone': 2, 'cup': 1, 'remote': 2, 'bottle': 1}"
img/95371.png,"['person', 'potted plant', 'cell phone']","{'person': 4, 'potted plant': 3, 'cell phone': 4}"
img/03968.png,"['person', 'bed', 'couch']","{'person': 5, 'bed': 2, 'couch': 1}"
img/40578.png,"['person', 'toothbrush', 'chair', 'couch', 'book']","{'person': 5, 'toothbrush': 1, 'chair': 2, 'couch': 1, 'book': 1}"
img/97853.png,"['person', 'bed', 'chair', 'book', 'couch', 'toilet', 'handbag']","{'person': 1, 'bed': 7, 'chair': 1, 'book': 1, 'couch': 3, 'toilet': 1, 'handbag': 1}"
img/26549.png,"['dog', 'elephant', 'bear', 'sheep', 'horse', 'cow', 'cat']","{'dog': 1, 'elephant': 2, 'bear': 1, 'sheep': 3, 'horse': 1, 'cow': 1, 'cat': 1}"
img/13907.png,"['wine glass', 'person', 'dining table', 'remote', 'handbag', 'bird', 'cell phone', 'couch', 'book', 'cow', 'bed', 'sheep']","{'wine glass': 1, 'person': 7, 'dining table': 3, 'remote': 1, 'handbag': 1, 'bird': 2, 'cell phone': 2, 'couch': 1, 'book': 2, 'cow': 1, 'bed': 1, 'sheep': 1}"
img/51482.png,"['person', 'backpack', 'car', 'fire hydrant', 'umbrella', 'surfboard', 'handbag', 'bench']","{'person': 31, 'backpack': 4, 'car': 1, 'fire hydrant': 1, 'umbrella': 1, 'surfboard': 1, 'handbag': 1, 'bench': 1}"
img/82591.png,"['car', 'person', 'horse', 'dog', 'truck', 'elephant', 'suitcase', 'chair', 'motorcycle', 'cow', 'bench']","{'car': 7, 'person': 54, 'horse': 13, 'dog': 15, 'truck': 2, 'elephant': 2, 'suitcase': 1, 'chair': 1, 'motorcycle': 1, 'cow': 3, 'bench': 1}"
img/36458.png,['person'],{'person': 3}
img/75810.png,"['person', 'tie', 'cell phone', 'toothbrush']","{'person': 1, 'tie': 1, 'cell phone': 1, 'toothbrush': 1}"
img/72364.png,"['person', 'oven', 'bowl', 'knife', 'refrigerator', 'pizza', 'spoon', 'fork', 'hair drier', 'cup', 'sink', 'cake', 'toaster', 'microwave', 'clock', 'dining table', 'chair']","{'person': 4, 'oven': 6, 'bowl': 8, 'knife': 8, 'refrigerator': 5, 'pizza': 1, 'spoon': 7, 'fork': 3, 'hair drier': 1, 'cup': 2, 'sink': 2, 'cake': 1, 'toaster': 1, 'microwave': 2, 'clock': 1, 'dining table': 2, 'chair': 1}"
img/58069.png,"['person', 'boat', 'bench', 'teddy bear', 'dog', 'cat', 'bed', 'bird']","{'person': 2, 'boat': 1, 'bench': 1, 'teddy bear': 1, 'dog': 1, 'cat': 1, 'bed': 1, 'bird': 1}"
img/80724.png,"['person', 'potted plant', 'dining table', 'chair', 'bed']","{'person': 2, 'potted plant': 2, 'dining table': 1, 'chair': 1, 'bed': 1}"
img/15438.png,"['person', 'cell phone', 'remote', 'bottle', 'cat', 'bird', 'hair drier', 'teddy bear']","{'person': 8, 'cell phone': 3, 'remote': 1, 'bottle': 1, 'cat': 1, 'bird': 1, 'hair drier': 1, 'teddy bear': 1}"
img/86025.png,"['tie', 'train', 'teddy bear', 'motorcycle', 'fire hydrant', 'horse', 'person', 'airplane']","{'tie': 3, 'train': 1, 'teddy bear': 1, 'motorcycle': 1, 'fire hydrant': 1, 'horse': 1, 'person': 1, 'airplane': 1}"
img/96502.png,"['potted plant', 'bird', 'person', 'airplane', 'horse', 'knife']","{'potted plant': 4, 'bird': 2, 'person': 2, 'airplane': 1, 'horse': 1, 'knife': 1}"
img/93462.png,['person'],{'person': 3}
img/90814.png,"['person', 'horse', 'couch', 'elephant', 'tie', 'backpack', 'cat', 'chair', 'dog', 'bed', 'handbag', 'sheep', 'bench', 'clock']","{'person': 63, 'horse': 7, 'couch': 2, 'elephant': 6, 'tie': 1, 'backpack': 1, 'cat': 1, 'chair': 2, 'dog': 2, 'bed': 1, 'handbag': 1, 'sheep': 3, 'bench': 1, 'clock': 1}"
img/17845.png,['person'],{'person': 5}
img/17809.png,"['person', 'backpack', 'car', 'handbag', 'spoon', 'chair', 'tie', 'knife', 'scissors', 'fork', 'potted plant', 'tennis racket']","{'person': 22, 'backpack': 2, 'car': 7, 'handbag': 2, 'spoon': 1, 'chair': 4, 'tie': 2, 'knife': 1, 'scissors': 1, 'fork': 1, 'potted plant': 2, 'tennis racket': 1}"
img/29467.png,"['person', 'horse', 'chair', 'clock', 'backpack', 'bed', 'tie', 'suitcase', 'elephant', 'handbag', 'car', 'couch']","{'person': 51, 'horse': 11, 'chair': 2, 'clock': 1, 'backpack': 1, 'bed': 1, 'tie': 1, 'suitcase': 1, 'elephant': 2, 'handbag': 1, 'car': 1, 'couch': 1}"
img/35689.png,"['person', 'tie']","{'person': 1, 'tie': 3}"
img/49531.png,"['person', 'tie', 'cell phone', 'toothbrush']","{'person': 1, 'tie': 1, 'cell phone': 2, 'toothbrush': 1}"
img/35249.png,['person'],{'person': 2}
img/85746.png,"['person', 'book', 'chair', 'couch', 'dining table', 'oven', 'bench', 'bed', 'handbag']","{'person': 1, 'book': 14, 'chair': 8, 'couch': 3, 'dining table': 1, 'oven': 1, 'bench': 3, 'bed': 1, 'handbag': 1}"
img/13874.png,"['person', 'handbag', 'chair']","{'person': 12, 'handbag': 3, 'chair': 1}"
img/07396.png,"['person', 'sports ball', 'bed', 'dog', 'bicycle', 'bench', 'skateboard', 'teddy bear', 'motorcycle', 'car', 'cell phone', 'baseball glove', 'truck', 'elephant', 'suitcase']","{'person': 14, 'sports ball': 1, 'bed': 3, 'dog': 3, 'bicycle': 3, 'bench': 4, 'skateboard': 2, 'teddy bear': 4, 'motorcycle': 2, 'car': 1, 'cell phone': 1, 'baseball glove': 1, 'truck': 1, 'elephant': 1, 'suitcase': 1}"
img/57312.png,"['parking meter', 'fire hydrant', 'motorcycle']","{'parking meter': 1, 'fire hydrant': 1, 'motorcycle': 1}"
img/26914.png,"['hot dog', 'banana', 'knife', 'surfboard', 'sandwich']","{'hot dog': 1, 'banana': 1, 'knife': 1, 'surfboard': 1, 'sandwich': 1}"
img/47863.png,"['person', 'sports ball', 'frisbee']","{'person': 6, 'sports ball': 1, 'frisbee': 1}"
img/65734.png,"['person', 'tie']","{'person': 1, 'tie': 2}"
img/84169.png,"['person', 'bird', 'horse', 'train']","{'person': 96, 'bird': 1, 'horse': 2, 'train': 1}"
img/62790.png,"['baseball glove', 'vase', 'bird', 'cow', 'dog', 'donut', 'person', 'horse', 'handbag', 'banana']","{'baseball glove': 2, 'vase': 1, 'bird': 2, 'cow': 1, 'dog': 1, 'donut': 2, 'person': 3, 'horse': 1, 'handbag': 1, 'banana': 1}"
img/76103.png,"['person', 'orange', 'apple', 'umbrella']","{'person': 1, 'orange': 21, 'apple': 22, 'umbrella': 1}"
img/05968.png,['person'],{'person': 1}
img/87391.png,"['person', 'sheep', 'cow', 'horse']","{'person': 1, 'sheep': 3, 'cow': 1, 'horse': 1}"
img/72851.png,"['hot dog', 'banana', 'knife', 'surfboard', 'sandwich']","{'hot dog': 1, 'banana': 1, 'knife': 1, 'surfboard': 1, 'sandwich': 1}"
img/42189.png,"['car', 'person', 'dog', 'elephant', 'bird', 'sheep', 'truck', 'horse', 'bear', 'bicycle', 'cat', 'motorcycle', 'cow']","{'car': 14, 'person': 33, 'dog': 16, 'elephant': 8, 'bird': 6, 'sheep': 9, 'truck': 2, 'horse': 1, 'bear': 5, 'bicycle': 2, 'cat': 2, 'motorcycle': 1, 'cow': 1}"
img/04265.png,"['person', 'cow', 'backpack', 'horse', 'elephant', 'handbag']","{'person': 23, 'cow': 1, 'backpack': 1, 'horse': 2, 'elephant': 1, 'handbag': 1}"
img/31267.png,"['person', 'chair', 'tie', 'bed', 'dog', 'bench', 'bird', 'handbag', 'baseball glove', 'couch', 'remote', 'suitcase']","{'person': 2, 'chair': 3, 'tie': 2, 'bed': 1, 'dog': 1, 'bench': 1, 'bird': 2, 'handbag': 2, 'baseball glove': 1, 'couch': 1, 'remote': 1, 'suitcase': 1}"
img/93145.png,"['person', 'tie', 'chair', 'dining table', 'bed', 'sink', 'cell phone', 'handbag', 'bench', 'umbrella', 'bowl']","{'person': 15, 'tie': 6, 'chair': 10, 'dining table': 8, 'bed': 1, 'sink': 1, 'cell phone': 3, 'handbag': 3, 'bench': 1, 'umbrella': 1, 'bowl': 1}"
img/56328.png,"['traffic light', 'stop sign', 'airplane', 'bottle', 'parking meter', 'hair drier']","{'traffic light': 3, 'stop sign': 1, 'airplane': 1, 'bottle': 1, 'parking meter': 1, 'hair drier': 1}"
img/09357.png,"['person', 'cell phone', 'tv', 'car', 'tie']","{'person': 1, 'cell phone': 2, 'tv': 1, 'car': 1, 'tie': 1}"
img/35107.png,"['person', 'book']","{'person': 1, 'book': 2}"
img/04716.png,"['cat', 'person', 'dog', 'sheep']","{'cat': 10, 'person': 7, 'dog': 1, 'sheep': 1}"
img/03164.png,"['person', 'potted plant', 'chair', 'cell phone', 'laptop', 'tv', 'handbag', 'keyboard']","{'person': 4, 'potted plant': 3, 'chair': 1, 'cell phone': 4, 'laptop': 1, 'tv': 1, 'handbag': 1, 'keyboard': 1}"
img/86425.png,"['person', 'handbag', 'traffic light', 'chair']","{'person': 4, 'handbag': 3, 'traffic light': 1, 'chair': 1}"
img/79316.png,"['person', 'toothbrush', 'scissors', 'umbrella', 'frisbee', 'cup', 'carrot']","{'person': 4, 'toothbrush': 1, 'scissors': 3, 'umbrella': 1, 'frisbee': 1, 'cup': 1, 'carrot': 1}"
img/98170.png,"['person', 'remote', 'cell phone', 'hair drier', 'knife']","{'person': 1, 'remote': 1, 'cell phone': 1, 'hair drier': 1, 'knife': 1}"
img/42615.png,"['person', 'chair']","{'person': 11, 'chair': 1}"
img/25749.png,"['elephant', 'bear', 'dog', 'teddy bear', 'sheep']","{'elephant': 2, 'bear': 1, 'dog': 1, 'teddy bear': 1, 'sheep': 1}"
img/18406.png,"['person', 'dog', 'sheep', 'car', 'frisbee', 'umbrella']","{'person': 6, 'dog': 3, 'sheep': 1, 'car': 2, 'frisbee': 1, 'umbrella': 1}"
img/36128.png,"['bowl', 'person', 'carrot', 'cake', 'dining table', 'donut', 'hot dog', 'bird', 'orange', 'bed', 'potted plant', 'banana', 'sandwich', 'broccoli']","{'bowl': 1, 'person': 12, 'carrot': 35, 'cake': 1, 'dining table': 4, 'donut': 2, 'hot dog': 1, 'bird': 1, 'orange': 7, 'bed': 1, 'potted plant': 1, 'banana': 1, 'sandwich': 1, 'broccoli': 1}"
img/25908.png,"['person', 'bed', 'train', 'car', 'refrigerator']","{'person': 6, 'bed': 2, 'train': 1, 'car': 1, 'refrigerator': 1}"
img/53467.png,"['person', 'sports ball', 'tie']","{'person': 20, 'sports ball': 1, 'tie': 1}"
img/29406.png,"['dog', 'cow', 'sheep', 'person', 'bear']","{'dog': 1, 'cow': 1, 'sheep': 1, 'person': 1, 'bear': 1}"
img/29547.png,"['person', 'elephant', 'handbag', 'donut', 'cup', 'wine glass', 'cake', 'bowl']","{'person': 5, 'elephant': 3, 'handbag': 6, 'donut': 1, 'cup': 1, 'wine glass': 1, 'cake': 1, 'bowl': 1}"
img/05218.png,"['truck', 'bench', 'refrigerator', 'tv', 'train', 'cup']","{'truck': 1, 'bench': 3, 'refrigerator': 1, 'tv': 1, 'train': 1, 'cup': 1}"
img/10938.png,"['person', 'refrigerator', 'handbag', 'teddy bear']","{'person': 2, 'refrigerator': 1, 'handbag': 1, 'teddy bear': 1}"
img/17508.png,"['person', 'umbrella', 'tie', 'chair', 'baseball glove', 'handbag']","{'person': 4, 'umbrella': 7, 'tie': 2, 'chair': 2, 'baseball glove': 1, 'handbag': 1}"
img/23751.png,"['person', 'bed', 'couch', 'tie']","{'person': 2, 'bed': 1, 'couch': 1, 'tie': 1}"
img/42739.png,"['person', 'tie', 'umbrella', 'cell phone', 'cup', 'backpack']","{'person': 56, 'tie': 22, 'umbrella': 2, 'cell phone': 2, 'cup': 1, 'backpack': 1}"
img/45827.png,"['person', 'couch', 'bed', 'chair', 'tie']","{'person': 4, 'couch': 3, 'bed': 5, 'chair': 1, 'tie': 1}"
img/79861.png,"['cow', 'bird', 'sheep', 'banana', 'dog']","{'cow': 7, 'bird': 4, 'sheep': 6, 'banana': 7, 'dog': 2}"
img/46197.png,"['person', 'chair', 'cell phone', 'dining table', 'handbag', 'cup', 'bench', 'remote', 'couch', 'tie']","{'person': 33, 'chair': 26, 'cell phone': 5, 'dining table': 9, 'handbag': 3, 'cup': 1, 'bench': 3, 'remote': 1, 'couch': 2, 'tie': 1}"
img/07694.png,"['person', 'backpack', 'handbag']","{'person': 19, 'backpack': 8, 'handbag': 7}"
img/43697.png,"['person', 'elephant', 'tie', 'horse', 'dog', 'backpack', 'handbag', 'cow', 'baseball glove', 'couch', 'bench']","{'person': 13, 'elephant': 2, 'tie': 4, 'horse': 1, 'dog': 1, 'backpack': 1, 'handbag': 4, 'cow': 1, 'baseball glove': 1, 'couch': 1, 'bench': 1}"
img/13407.png,"['person', 'chair', 'backpack', 'cup', 'handbag', 'tie', 'bottle', 'cell phone']","{'person': 83, 'chair': 2, 'backpack': 2, 'cup': 1, 'handbag': 1, 'tie': 4, 'bottle': 1, 'cell phone': 3}"
img/74236.png,"['person', 'tie', 'chair', 'handbag']","{'person': 86, 'tie': 2, 'chair': 4, 'handbag': 1}"
img/03987.png,"['person', 'cell phone', 'chair', 'umbrella', 'toilet', 'handbag', 'baseball glove']","{'person': 1, 'cell phone': 1, 'chair': 2, 'umbrella': 1, 'toilet': 1, 'handbag': 2, 'baseball glove': 1}"
img/72093.png,"['person', 'backpack', 'handbag', 'tie']","{'person': 16, 'backpack': 8, 'handbag': 8, 'tie': 1}"
img/81527.png,"['car', 'elephant', 'person', 'dog', 'bird', 'sheep', 'truck', 'bear', 'bicycle', 'horse', 'cat', 'teddy bear', 'cow']","{'car': 14, 'elephant': 9, 'person': 34, 'dog': 16, 'bird': 5, 'sheep': 10, 'truck': 2, 'bear': 4, 'bicycle': 2, 'horse': 1, 'cat': 1, 'teddy bear': 1, 'cow': 1}"
