Image,Detected_Classes,Class_Frequencies
img/21354.png,"['person', 'bed']","{'person': 3, 'bed': 1}"
img/73810.png,['person'],{'person': 1}
img/47862.png,['person'],{'person': 1}
img/94378.png,"['person', 'tie']","{'person': 4, 'tie': 1}"
img/86912.png,"['person', 'tie', 'chair', 'laptop']","{'person': 4, 'tie': 2, 'chair': 1, 'laptop': 1}"
img/52974.png,"['person', 'chair', 'dining table', 'broccoli', 'cell phone', 'cake', 'bowl', 'bench', 'donut', 'couch', 'potted plant']","{'person': 1, 'chair': 4, 'dining table': 2, 'broccoli': 1, 'cell phone': 2, 'cake': 1, 'bowl': 1, 'bench': 1, 'donut': 1, 'couch': 2, 'potted plant': 1}"
img/87203.png,"['person', 'car', 'dining table', 'potted plant']","{'person': 3, 'car': 4, 'dining table': 2, 'potted plant': 1}"
img/32051.png,['person'],{'person': 1}
img/40896.png,"['person', 'bed', 'dining table']","{'person': 1, 'bed': 2, 'dining table': 1}"
img/05984.png,"['person', 'book', 'baseball bat', 'dining table', 'bench', 'sink']","{'person': 2, 'book': 1, 'baseball bat': 1, 'dining table': 1, 'bench': 1, 'sink': 1}"
img/65328.png,"['person', 'cake', 'cup', 'dining table', 'bed', 'tie', 'wine glass']","{'person': 1, 'cake': 1, 'cup': 2, 'dining table': 1, 'bed': 1, 'tie': 1, 'wine glass': 1}"
img/15630.png,[],{}
img/80629.png,"['person', 'tie', 'scissors', 'apple']","{'person': 1, 'tie': 1, 'scissors': 6, 'apple': 1}"
img/73596.png,"['bird', 'dog', 'bear', 'dining table', 'horse', 'kite', 'bowl']","{'bird': 7, 'dog': 4, 'bear': 4, 'dining table': 2, 'horse': 1, 'kite': 1, 'bowl': 1}"
img/21346.png,"['person', 'handbag', 'backpack']","{'person': 2, 'handbag': 1, 'backpack': 1}"
img/20835.png,"['person', 'chair', 'car']","{'person': 4, 'chair': 1, 'car': 1}"
img/13690.png,"['person', 'chair', 'spoon', 'cell phone', 'backpack', 'couch']","{'person': 1, 'chair': 4, 'spoon': 1, 'cell phone': 2, 'backpack': 3, 'couch': 3}"
img/07983.png,"['person', 'sports ball', 'suitcase', 'boat', 'surfboard', 'backpack', 'handbag']","{'person': 45, 'sports ball': 2, 'suitcase': 1, 'boat': 2, 'surfboard': 2, 'backpack': 3, 'handbag': 1}"
img/15648.png,"['teddy bear', 'person', 'vase', 'cake', 'fire hydrant', 'bird']","{'teddy bear': 1, 'person': 2, 'vase': 1, 'cake': 1, 'fire hydrant': 1, 'bird': 1}"
img/34675.png,"['laptop', 'cup', 'person', 'chair', 'dining table', 'suitcase', 'handbag', 'knife', 'fork', 'spoon', 'bench', 'toothbrush', 'tie', 'cell phone', 'backpack', 'bowl']","{'laptop': 1, 'cup': 1, 'person': 31, 'chair': 2, 'dining table': 3, 'suitcase': 1, 'handbag': 8, 'knife': 1, 'fork': 1, 'spoon': 1, 'bench': 2, 'toothbrush': 1, 'tie': 3, 'cell phone': 2, 'backpack': 3, 'bowl': 1}"
img/59684.png,"['person', 'clock', 'tv', 'dining table', 'umbrella', 'chair']","{'person': 4, 'clock': 1, 'tv': 1, 'dining table': 1, 'umbrella': 1, 'chair': 2}"
img/25706.png,"['person', 'handbag', 'surfboard', 'backpack', 'dining table', 'bench', 'chair']","{'person': 11, 'handbag': 7, 'surfboard': 1, 'backpack': 4, 'dining table': 2, 'bench': 1, 'chair': 1}"
img/03298.png,"['person', 'couch', 'tv', 'bed', 'chair', 'microwave', 'handbag', 'suitcase', 'laptop', 'tie', 'tennis racket', 'bicycle', 'skateboard', 'remote', 'baseball bat']","{'person': 1, 'couch': 3, 'tv': 3, 'bed': 9, 'chair': 4, 'microwave': 1, 'handbag': 4, 'suitcase': 1, 'laptop': 3, 'tie': 1, 'tennis racket': 1, 'bicycle': 1, 'skateboard': 1, 'remote': 1, 'baseball bat': 1}"
img/53204.png,"['dog', 'bear', 'cat', 'giraffe', 'horse', 'bed', 'cow', 'bird', 'zebra', 'sheep', 'couch']","{'dog': 1, 'bear': 1, 'cat': 1, 'giraffe': 1, 'horse': 1, 'bed': 1, 'cow': 1, 'bird': 1, 'zebra': 1, 'sheep': 1, 'couch': 1}"
img/62514.png,"['person', 'dining table', 'chair', 'donut', 'bird']","{'person': 1, 'dining table': 1, 'chair': 1, 'donut': 1, 'bird': 1}"
img/59376.png,"['person', 'laptop', 'chair', 'book', 'dining table', 'bowl', 'sink', 'cup']","{'person': 3, 'laptop': 3, 'chair': 4, 'book': 1, 'dining table': 1, 'bowl': 1, 'sink': 1, 'cup': 1}"
img/89061.png,"['person', 'tie']","{'person': 6, 'tie': 2}"
img/73045.png,"['bird', 'banana']","{'bird': 2, 'banana': 1}"
img/43675.png,"['cat', 'oven', 'sink', 'refrigerator']","{'cat': 2, 'oven': 3, 'sink': 3, 'refrigerator': 1}"
img/18203.png,"['person', 'dining table']","{'person': 1, 'dining table': 2}"
img/26034.png,"['person', 'cell phone', 'donut', 'book']","{'person': 8, 'cell phone': 9, 'donut': 1, 'book': 1}"
img/67984.png,"['person', 'cup', 'cat', 'vase', 'bowl', 'chair', 'wine glass', 'toilet']","{'person': 5, 'cup': 2, 'cat': 2, 'vase': 1, 'bowl': 1, 'chair': 1, 'wine glass': 1, 'toilet': 1}"
img/62408.png,"['bird', 'kite', 'vase', 'bowl']","{'bird': 1, 'kite': 1, 'vase': 1, 'bowl': 1}"
img/30958.png,"['horse', 'cow', 'bench', 'person', 'suitcase', 'bird', 'train']","{'horse': 3, 'cow': 2, 'bench': 2, 'person': 2, 'suitcase': 2, 'bird': 1, 'train': 1}"
img/35218.png,"['bird', 'dining table', 'potted plant', 'person', 'skateboard', 'bench', 'chair', 'handbag', 'couch', 'pizza', 'donut', 'bed', 'motorcycle', 'cat', 'knife']","{'bird': 1, 'dining table': 2, 'potted plant': 2, 'person': 1, 'skateboard': 2, 'bench': 2, 'chair': 1, 'handbag': 1, 'couch': 1, 'pizza': 1, 'donut': 1, 'bed': 1, 'motorcycle': 2, 'cat': 1, 'knife': 1}"
img/96840.png,"['bird', 'toothbrush', 'umbrella']","{'bird': 1, 'toothbrush': 1, 'umbrella': 1}"
img/83510.png,"['person', 'vase', 'potted plant', 'bottle']","{'person': 1, 'vase': 2, 'potted plant': 1, 'bottle': 1}"
img/67109.png,"['person', 'potted plant', 'bird', 'bench']","{'person': 2, 'potted plant': 3, 'bird': 1, 'bench': 1}"
img/29813.png,"['person', 'tie', 'donut']","{'person': 3, 'tie': 2, 'donut': 1}"
img/68715.png,"['handbag', 'dog', 'backpack', 'potted plant', 'person', 'couch', 'suitcase', 'vase', 'chair', 'dining table', 'remote', 'keyboard', 'tv', 'cup', 'oven', 'cell phone']","{'handbag': 4, 'dog': 2, 'backpack': 4, 'potted plant': 2, 'person': 2, 'couch': 1, 'suitcase': 4, 'vase': 1, 'chair': 1, 'dining table': 1, 'remote': 1, 'keyboard': 1, 'tv': 1, 'cup': 1, 'oven': 1, 'cell phone': 1}"
img/92478.png,"['person', 'chair', 'banana', 'dining table']","{'person': 4, 'chair': 3, 'banana': 1, 'dining table': 1}"
img/91423.png,"['person', 'dining table', 'vase', 'potted plant', 'chair', 'cup']","{'person': 5, 'dining table': 2, 'vase': 2, 'potted plant': 3, 'chair': 2, 'cup': 1}"
img/13068.png,"['vase', 'clock', 'bottle', 'person', 'handbag', 'suitcase', 'baseball glove', 'cup']","{'vase': 3, 'clock': 3, 'bottle': 1, 'person': 1, 'handbag': 2, 'suitcase': 1, 'baseball glove': 1, 'cup': 1}"
img/69542.png,"['person', 'handbag', 'tie', 'sheep', 'umbrella', 'backpack', 'horse', 'bicycle', 'bird', 'cell phone']","{'person': 13, 'handbag': 18, 'tie': 3, 'sheep': 1, 'umbrella': 4, 'backpack': 2, 'horse': 1, 'bicycle': 1, 'bird': 1, 'cell phone': 1}"
img/19247.png,"['person', 'spoon', 'chair', 'wine glass', 'cell phone', 'bench', 'book', 'cup']","{'person': 4, 'spoon': 1, 'chair': 1, 'wine glass': 2, 'cell phone': 3, 'bench': 6, 'book': 1, 'cup': 1}"
img/03187.png,"['person', 'bottle', 'tv', 'backpack', 'tie', 'handbag', 'book']","{'person': 1, 'bottle': 3, 'tv': 2, 'backpack': 2, 'tie': 1, 'handbag': 1, 'book': 1}"
img/03574.png,"['dog', 'sheep', 'cow', 'fork', 'cat']","{'dog': 4, 'sheep': 4, 'cow': 4, 'fork': 1, 'cat': 1}"
img/92514.png,"['tv', 'cup', 'mouse', 'vase', 'toaster', 'bowl', 'cell phone', 'microwave', 'remote', 'toilet', 'bird']","{'tv': 1, 'cup': 1, 'mouse': 1, 'vase': 2, 'toaster': 1, 'bowl': 1, 'cell phone': 1, 'microwave': 1, 'remote': 1, 'toilet': 1, 'bird': 1}"
img/89102.png,"['person', 'dining table', 'chair']","{'person': 1, 'dining table': 4, 'chair': 2}"
img/10538.png,"['person', 'tie', 'skateboard', 'tennis racket', 'handbag', 'cell phone', 'backpack', 'dog']","{'person': 9, 'tie': 7, 'skateboard': 1, 'tennis racket': 3, 'handbag': 1, 'cell phone': 1, 'backpack': 1, 'dog': 1}"
img/05841.png,"['person', 'couch', 'chair', 'tie', 'bench', 'skateboard', 'handbag']","{'person': 9, 'couch': 5, 'chair': 6, 'tie': 1, 'bench': 4, 'skateboard': 1, 'handbag': 1}"
img/28074.png,"['person', 'tie']","{'person': 2, 'tie': 2}"
img/34862.png,"['person', 'potted plant', 'chair', 'dining table', 'clock', 'couch', 'baseball glove']","{'person': 30, 'potted plant': 1, 'chair': 3, 'dining table': 1, 'clock': 1, 'couch': 1, 'baseball glove': 1}"
img/24581.png,"['person', 'car', 'backpack', 'skateboard', 'handbag', 'parking meter', 'umbrella', 'bird', 'surfboard', 'bed', 'truck']","{'person': 8, 'car': 2, 'backpack': 9, 'skateboard': 3, 'handbag': 4, 'parking meter': 1, 'umbrella': 1, 'bird': 1, 'surfboard': 1, 'bed': 1, 'truck': 1}"
img/70843.png,['person'],{'person': 4}
img/31568.png,"['person', 'potted plant', 'cell phone', 'backpack', 'tie']","{'person': 12, 'potted plant': 2, 'cell phone': 1, 'backpack': 1, 'tie': 1}"
img/60592.png,"['person', 'baseball bat', 'tennis racket', 'suitcase', 'handbag', 'couch', 'bench', 'chair', 'dining table', 'bottle', 'scissors', 'baseball glove', 'tie', 'cell phone']","{'person': 1, 'baseball bat': 1, 'tennis racket': 1, 'suitcase': 1, 'handbag': 1, 'couch': 1, 'bench': 1, 'chair': 4, 'dining table': 1, 'bottle': 1, 'scissors': 1, 'baseball glove': 1, 'tie': 1, 'cell phone': 1}"
img/15824.png,"['person', 'train', 'car', 'bus', 'potted plant', 'truck', 'handbag', 'skateboard', 'cell phone', 'motorcycle']","{'person': 33, 'train': 1, 'car': 5, 'bus': 1, 'potted plant': 2, 'truck': 1, 'handbag': 5, 'skateboard': 3, 'cell phone': 1, 'motorcycle': 1}"
img/64017.png,"['person', 'cup', 'donut', 'dining table', 'remote', 'bottle', 'teddy bear', 'dog', 'cell phone', 'chair', 'cake']","{'person': 3, 'cup': 2, 'donut': 2, 'dining table': 3, 'remote': 1, 'bottle': 1, 'teddy bear': 1, 'dog': 1, 'cell phone': 1, 'chair': 2, 'cake': 1}"
img/63871.png,"['person', 'chair', 'clock', 'dining table', 'cup', 'cell phone', 'sink', 'remote', 'laptop', 'toothbrush', 'bench', 'scissors', 'book', 'couch', 'handbag', 'bed', 'knife']","{'person': 7, 'chair': 9, 'clock': 1, 'dining table': 6, 'cup': 1, 'cell phone': 1, 'sink': 1, 'remote': 1, 'laptop': 4, 'toothbrush': 1, 'bench': 3, 'scissors': 2, 'book': 3, 'couch': 2, 'handbag': 1, 'bed': 1, 'knife': 1}"
img/41562.png,"['person', 'laptop', 'keyboard']","{'person': 1, 'laptop': 1, 'keyboard': 1}"
img/20876.png,"['motorcycle', 'car', 'suitcase', 'person', 'bicycle', 'truck', 'chair', 'mouse']","{'motorcycle': 1, 'car': 3, 'suitcase': 1, 'person': 2, 'bicycle': 1, 'truck': 1, 'chair': 1, 'mouse': 1}"
img/21908.png,"['person', 'bed']","{'person': 1, 'bed': 1}"
img/76851.png,"['truck', 'train', 'boat']","{'truck': 1, 'train': 1, 'boat': 1}"
img/67431.png,"['cake', 'kite', 'surfboard', 'teddy bear', 'clock', 'zebra', 'snowboard']","{'cake': 1, 'kite': 1, 'surfboard': 1, 'teddy bear': 1, 'clock': 1, 'zebra': 1, 'snowboard': 1}"
img/65124.png,"['person', 'tie', 'cell phone', 'mouse', 'cup', 'chair', 'bowl', 'dining table', 'couch', 'book', 'remote', 'laptop', 'bench', 'bed']","{'person': 2, 'tie': 1, 'cell phone': 2, 'mouse': 1, 'cup': 1, 'chair': 5, 'bowl': 1, 'dining table': 3, 'couch': 3, 'book': 4, 'remote': 1, 'laptop': 2, 'bench': 1, 'bed': 1}"
img/46902.png,"['person', 'bed', 'laptop']","{'person': 9, 'bed': 2, 'laptop': 1}"
img/85426.png,"['person', 'bench']","{'person': 2, 'bench': 1}"
img/04798.png,"['dog', 'cat', 'cup', 'bowl']","{'dog': 3, 'cat': 1, 'cup': 1, 'bowl': 1}"
img/31897.png,"['person', 'dining table']","{'person': 1, 'dining table': 1}"
img/93275.png,"['cat', 'bear', 'dog', 'dining table', 'teddy bear']","{'cat': 1, 'bear': 1, 'dog': 1, 'dining table': 1, 'teddy bear': 1}"
img/47618.png,"['person', 'chair', 'laptop', 'clock', 'banana', 'dining table', 'wine glass', 'orange', 'tv', 'microwave', 'oven', 'cup', 'sandwich', 'refrigerator', 'potted plant', 'hot dog', 'bowl', 'keyboard']","{'person': 1, 'chair': 3, 'laptop': 2, 'clock': 3, 'banana': 2, 'dining table': 6, 'wine glass': 1, 'orange': 2, 'tv': 1, 'microwave': 5, 'oven': 4, 'cup': 4, 'sandwich': 1, 'refrigerator': 2, 'potted plant': 1, 'hot dog': 1, 'bowl': 1, 'keyboard': 2}"
img/81975.png,"['person', 'sports ball']","{'person': 1, 'sports ball': 1}"
img/85729.png,"['person', 'snowboard', 'remote', 'dining table']","{'person': 35, 'snowboard': 2, 'remote': 1, 'dining table': 2}"
img/54917.png,"['person', 'couch', 'bed', 'dining table', 'toilet', 'refrigerator', 'hair drier', 'book', 'chair', 'tv']","{'person': 2, 'couch': 2, 'bed': 2, 'dining table': 2, 'toilet': 1, 'refrigerator': 1, 'hair drier': 1, 'book': 1, 'chair': 1, 'tv': 1}"
img/69158.png,"['person', 'tie', 'chair']","{'person': 2, 'tie': 5, 'chair': 1}"
img/86451.png,"['dog', 'person', 'cat', 'bear', 'teddy bear', 'bicycle', 'cow', 'bird', 'umbrella']","{'dog': 1, 'person': 1, 'cat': 2, 'bear': 1, 'teddy bear': 1, 'bicycle': 1, 'cow': 1, 'bird': 1, 'umbrella': 1}"
img/10328.png,"['person', 'cup', 'car', 'vase', 'dining table', 'umbrella', 'spoon', 'handbag', 'sink', 'fork', 'toothbrush', 'chair', 'scissors', 'knife']","{'person': 2, 'cup': 2, 'car': 4, 'vase': 2, 'dining table': 4, 'umbrella': 1, 'spoon': 1, 'handbag': 1, 'sink': 1, 'fork': 1, 'toothbrush': 1, 'chair': 1, 'scissors': 1, 'knife': 1}"
img/71485.png,"['person', 'tie']","{'person': 1, 'tie': 1}"
img/71583.png,"['dog', 'elephant', 'person', 'sheep', 'bird', 'horse', 'bear', 'teddy bear', 'cow']","{'dog': 1, 'elephant': 1, 'person': 1, 'sheep': 1, 'bird': 1, 'horse': 1, 'bear': 1, 'teddy bear': 1, 'cow': 1}"
img/21403.png,"['person', 'tie']","{'person': 3, 'tie': 1}"
img/95482.png,"['person', 'chair', 'dining table', 'bench']","{'person': 7, 'chair': 2, 'dining table': 1, 'bench': 1}"
img/79610.png,"['person', 'tie', 'cell phone', 'handbag', 'chair']","{'person': 29, 'tie': 9, 'cell phone': 2, 'handbag': 2, 'chair': 1}"
img/76140.png,"['person', 'dining table', 'chair']","{'person': 1, 'dining table': 1, 'chair': 1}"
img/35917.png,"['person', 'chair', 'dining table', 'bench']","{'person': 2, 'chair': 1, 'dining table': 1, 'bench': 1}"
img/01475.png,"['person', 'tie', 'sink', 'donut', 'dining table', 'knife']","{'person': 2, 'tie': 3, 'sink': 1, 'donut': 1, 'dining table': 1, 'knife': 1}"
img/49185.png,['person'],{'person': 17}
img/16480.png,"['person', 'car', 'truck', 'boat', 'baseball bat', 'chair', 'umbrella']","{'person': 2, 'car': 4, 'truck': 1, 'boat': 3, 'baseball bat': 1, 'chair': 1, 'umbrella': 1}"
img/20617.png,"['dog', 'teddy bear', 'tie']","{'dog': 2, 'teddy bear': 3, 'tie': 1}"
img/16058.png,"['person', 'vase', 'banana', 'cell phone', 'cup', 'remote', 'boat', 'surfboard', 'dining table', 'bottle', 'bowl', 'airplane', 'bed', 'toilet', 'cake']","{'person': 4, 'vase': 2, 'banana': 2, 'cell phone': 1, 'cup': 2, 'remote': 1, 'boat': 2, 'surfboard': 3, 'dining table': 1, 'bottle': 1, 'bowl': 1, 'airplane': 1, 'bed': 1, 'toilet': 1, 'cake': 1}"
img/70849.png,"['person', 'sink', 'chair', 'dining table', 'bench']","{'person': 2, 'sink': 1, 'chair': 1, 'dining table': 1, 'bench': 1}"
img/78306.png,"['person', 'tie', 'tv', 'chair', 'bench', 'handbag']","{'person': 4, 'tie': 6, 'tv': 7, 'chair': 2, 'bench': 3, 'handbag': 1}"
img/97623.png,"['person', 'tie', 'dining table', 'oven', 'sink', 'bed', 'chair']","{'person': 2, 'tie': 1, 'dining table': 2, 'oven': 2, 'sink': 2, 'bed': 1, 'chair': 2}"
img/92314.png,"['person', 'dining table', 'cup']","{'person': 3, 'dining table': 1, 'cup': 1}"
img/52406.png,"['person', 'skateboard', 'car', 'remote', 'chair', 'suitcase', 'bottle', 'dining table', 'handbag', 'baseball glove']","{'person': 22, 'skateboard': 1, 'car': 2, 'remote': 2, 'chair': 1, 'suitcase': 1, 'bottle': 1, 'dining table': 2, 'handbag': 1, 'baseball glove': 1}"
img/71230.png,"['person', 'laptop', 'tie', 'cell phone', 'book']","{'person': 14, 'laptop': 2, 'tie': 3, 'cell phone': 1, 'book': 1}"
img/90786.png,"['person', 'vase', 'potted plant', 'car', 'bench', 'chair', 'dining table', 'tv']","{'person': 8, 'vase': 1, 'potted plant': 1, 'car': 2, 'bench': 1, 'chair': 2, 'dining table': 1, 'tv': 1}"
img/62458.png,"['person', 'backpack', 'handbag', 'apple']","{'person': 2, 'backpack': 3, 'handbag': 5, 'apple': 1}"
img/40137.png,"['person', 'backpack', 'suitcase', 'handbag', 'tv', 'laptop', 'chair', 'refrigerator', 'dining table']","{'person': 31, 'backpack': 2, 'suitcase': 1, 'handbag': 3, 'tv': 1, 'laptop': 1, 'chair': 1, 'refrigerator': 1, 'dining table': 1}"
img/38069.png,"['person', 'tie', 'cell phone', 'dining table', 'remote', 'book']","{'person': 1, 'tie': 3, 'cell phone': 1, 'dining table': 3, 'remote': 1, 'book': 1}"
img/20819.png,"['person', 'cow', 'dining table', 'sheep', 'dog', 'tie', 'horse', 'bird', 'bottle', 'chair', 'couch']","{'person': 20, 'cow': 15, 'dining table': 1, 'sheep': 8, 'dog': 7, 'tie': 2, 'horse': 5, 'bird': 4, 'bottle': 1, 'chair': 3, 'couch': 1}"
img/20163.png,"['person', 'handbag']","{'person': 3, 'handbag': 1}"
img/50248.png,"['dog', 'person', 'potted plant', 'orange', 'cat', 'cow', 'cup']","{'dog': 2, 'person': 1, 'potted plant': 2, 'orange': 1, 'cat': 2, 'cow': 1, 'cup': 1}"
img/83619.png,"['person', 'chair', 'handbag', 'spoon', 'dining table', 'book', 'tie', 'suitcase', 'backpack', 'fork', 'bench', 'knife']","{'person': 10, 'chair': 29, 'handbag': 4, 'spoon': 1, 'dining table': 7, 'book': 2, 'tie': 2, 'suitcase': 1, 'backpack': 1, 'fork': 1, 'bench': 1, 'knife': 1}"
img/26459.png,"['dog', 'bird', 'cat', 'bear', 'dining table']","{'dog': 1, 'bird': 1, 'cat': 2, 'bear': 1, 'dining table': 1}"
img/30412.png,"['person', 'spoon', 'backpack', 'toothbrush', 'bottle', 'handbag', 'wine glass', 'cup', 'bowl']","{'person': 2, 'spoon': 1, 'backpack': 1, 'toothbrush': 1, 'bottle': 2, 'handbag': 1, 'wine glass': 1, 'cup': 2, 'bowl': 1}"
img/97035.png,"['person', 'tv', 'bird', 'horse', 'cow', 'dog', 'giraffe', 'handbag']","{'person': 6, 'tv': 1, 'bird': 3, 'horse': 3, 'cow': 2, 'dog': 2, 'giraffe': 1, 'handbag': 1}"
img/74602.png,"['car', 'airplane', 'motorcycle', 'bus', 'truck', 'person']","{'car': 1, 'airplane': 1, 'motorcycle': 1, 'bus': 1, 'truck': 1, 'person': 1}"
img/93650.png,['person'],{'person': 10}
img/95742.png,"['person', 'bird', 'sports ball', 'baseball glove', 'tv', 'book', 'bench', 'airplane', 'car', 'umbrella']","{'person': 9, 'bird': 1, 'sports ball': 1, 'baseball glove': 2, 'tv': 1, 'book': 2, 'bench': 1, 'airplane': 1, 'car': 2, 'umbrella': 1}"
img/93410.png,"['person', 'suitcase', 'teddy bear', 'broccoli', 'dining table', 'bird', 'dog']","{'person': 1, 'suitcase': 1, 'teddy bear': 1, 'broccoli': 1, 'dining table': 1, 'bird': 1, 'dog': 1}"
img/75203.png,"['person', 'handbag', 'wine glass', 'cup', 'spoon', 'bench', 'baseball bat']","{'person': 1, 'handbag': 6, 'wine glass': 1, 'cup': 2, 'spoon': 1, 'bench': 3, 'baseball bat': 1}"
img/54286.png,"['person', 'dog', 'sheep', 'handbag', 'bird', 'cat', 'donut', 'backpack', 'elephant']","{'person': 1, 'dog': 2, 'sheep': 16, 'handbag': 2, 'bird': 1, 'cat': 1, 'donut': 1, 'backpack': 3, 'elephant': 1}"
img/02841.png,"['person', 'tie']","{'person': 6, 'tie': 1}"
img/93076.png,"['toilet', 'remote', 'cell phone', 'refrigerator', 'parking meter', 'laptop', 'sink']","{'toilet': 1, 'remote': 1, 'cell phone': 1, 'refrigerator': 1, 'parking meter': 1, 'laptop': 1, 'sink': 1}"
img/89407.png,"['person', 'chair']","{'person': 1, 'chair': 1}"
img/65728.png,"['person', 'boat', 'car', 'potted plant', 'tie', 'parking meter', 'backpack', 'surfboard']","{'person': 4, 'boat': 7, 'car': 4, 'potted plant': 3, 'tie': 3, 'parking meter': 1, 'backpack': 1, 'surfboard': 1}"
img/75841.png,"['person', 'cow', 'tie', 'train', 'dog', 'sheep']","{'person': 1, 'cow': 1, 'tie': 2, 'train': 1, 'dog': 1, 'sheep': 1}"
img/38624.png,"['person', 'chair', 'handbag', 'snowboard', 'truck', 'skateboard']","{'person': 65, 'chair': 5, 'handbag': 1, 'snowboard': 1, 'truck': 1, 'skateboard': 1}"
img/36187.png,"['person', 'umbrella', 'chair', 'dining table', 'cell phone', 'bird', 'wine glass', 'truck', 'handbag', 'car', 'cup', 'traffic light', 'book', 'suitcase', 'boat', 'apple']","{'person': 5, 'umbrella': 6, 'chair': 7, 'dining table': 4, 'cell phone': 2, 'bird': 1, 'wine glass': 3, 'truck': 1, 'handbag': 2, 'car': 3, 'cup': 1, 'traffic light': 1, 'book': 1, 'suitcase': 1, 'boat': 1, 'apple': 1}"
img/47095.png,"['person', 'tie', 'chair', 'dining table']","{'person': 1, 'tie': 3, 'chair': 2, 'dining table': 1}"
img/51746.png,"['person', 'dog', 'cat', 'car']","{'person': 3, 'dog': 1, 'cat': 1, 'car': 1}"
img/32876.png,"['person', 'knife', 'dining table', 'tv', 'cell phone', 'chair', 'handbag', 'cup', 'tie', 'clock', 'microwave', 'wine glass', 'bench', 'oven', 'book', 'refrigerator', 'spoon', 'cat', 'fork', 'cake', 'bowl', 'suitcase', 'couch']","{'person': 3, 'knife': 2, 'dining table': 6, 'tv': 2, 'cell phone': 1, 'chair': 11, 'handbag': 2, 'cup': 2, 'tie': 1, 'clock': 2, 'microwave': 1, 'wine glass': 1, 'bench': 4, 'oven': 1, 'book': 4, 'refrigerator': 1, 'spoon': 2, 'cat': 1, 'fork': 1, 'cake': 1, 'bowl': 2, 'suitcase': 1, 'couch': 1}"
img/21408.png,"['person', 'potted plant', 'bed', 'vase', 'chair', 'remote', 'dining table', 'couch']","{'person': 5, 'potted plant': 3, 'bed': 5, 'vase': 1, 'chair': 3, 'remote': 3, 'dining table': 1, 'couch': 2}"
img/64513.png,"['person', 'chair']","{'person': 1, 'chair': 1}"
img/10527.png,"['person', 'umbrella', 'backpack', 'handbag', 'tie', 'baseball bat']","{'person': 85, 'umbrella': 10, 'backpack': 1, 'handbag': 2, 'tie': 1, 'baseball bat': 1}"
img/45891.png,"['person', 'sports ball', 'tie', 'handbag', 'backpack', 'cake', 'teddy bear']","{'person': 1, 'sports ball': 2, 'tie': 3, 'handbag': 2, 'backpack': 1, 'cake': 1, 'teddy bear': 1}"
img/21096.png,"['person', 'clock', 'cell phone', 'chair', 'dining table']","{'person': 1, 'clock': 4, 'cell phone': 3, 'chair': 2, 'dining table': 1}"
img/57043.png,['person'],{'person': 16}
img/85413.png,"['person', 'dog', 'backpack', 'truck', 'car', 'baseball bat', 'handbag', 'baseball glove', 'cell phone', 'skateboard', 'bench']","{'person': 8, 'dog': 3, 'backpack': 5, 'truck': 3, 'car': 5, 'baseball bat': 1, 'handbag': 2, 'baseball glove': 1, 'cell phone': 1, 'skateboard': 1, 'bench': 1}"
img/06392.png,"['person', 'cell phone', 'baseball bat', 'snowboard', 'skis']","{'person': 1, 'cell phone': 5, 'baseball bat': 1, 'snowboard': 1, 'skis': 1}"
img/97316.png,"['cat', 'couch', 'person', 'dog', 'bench', 'chair', 'dining table', 'bed', 'book']","{'cat': 1, 'couch': 6, 'person': 1, 'dog': 1, 'bench': 1, 'chair': 4, 'dining table': 2, 'bed': 3, 'book': 1}"
img/47290.png,"['person', 'refrigerator', 'bird', 'cup', 'tv', 'bowl']","{'person': 6, 'refrigerator': 1, 'bird': 1, 'cup': 1, 'tv': 1, 'bowl': 1}"
img/03971.png,"['person', 'tie', 'remote']","{'person': 3, 'tie': 1, 'remote': 1}"
img/65237.png,"['person', 'tv', 'wine glass', 'bottle', 'cup', 'bench', 'book', 'bowl', 'chair', 'dining table', 'bed', 'vase', 'couch', 'skateboard', 'cell phone', 'scissors', 'microwave', 'handbag', 'suitcase', 'tennis racket']","{'person': 4, 'tv': 1, 'wine glass': 3, 'bottle': 2, 'cup': 3, 'bench': 2, 'book': 1, 'bowl': 2, 'chair': 3, 'dining table': 3, 'bed': 1, 'vase': 4, 'couch': 1, 'skateboard': 1, 'cell phone': 1, 'scissors': 1, 'microwave': 1, 'handbag': 1, 'suitcase': 1, 'tennis racket': 1}"
img/53017.png,"['person', 'handbag', 'kite']","{'person': 3, 'handbag': 2, 'kite': 1}"
img/13769.png,"['person', 'chair']","{'person': 4, 'chair': 1}"
img/73258.png,"['person', 'toothbrush', 'tie', 'donut', 'bed', 'chair', 'carrot', 'orange']","{'person': 4, 'toothbrush': 3, 'tie': 1, 'donut': 1, 'bed': 2, 'chair': 1, 'carrot': 1, 'orange': 1}"
img/90278.png,"['person', 'dining table', 'wine glass', 'chair', 'cell phone', 'cup']","{'person': 18, 'dining table': 8, 'wine glass': 1, 'chair': 4, 'cell phone': 2, 'cup': 1}"
img/34186.png,"['person', 'dining table', 'chair', 'cup', 'bowl']","{'person': 1, 'dining table': 1, 'chair': 1, 'cup': 1, 'bowl': 1}"
img/70594.png,['bird'],{'bird': 2}
img/74019.png,"['person', 'dining table']","{'person': 2, 'dining table': 1}"
img/34581.png,"['car', 'boat', 'person', 'bird']","{'car': 4, 'boat': 3, 'person': 1, 'bird': 1}"
