Image,Detected_Classes,Class_Frequencies
img/36480.png,['person'],{'person': 1}
img/46251.png,['person'],{'person': 1}
img/45698.png,"['person', 'sports ball', 'tennis racket', 'cell phone', 'remote', 'tie', 'bench', 'cup', 'umbrella']","{'person': 1, 'sports ball': 1, 'tennis racket': 1, 'cell phone': 2, 'remote': 1, 'tie': 2, 'bench': 2, 'cup': 1, 'umbrella': 1}"
img/79286.png,"['person', 'laptop', 'book', 'tie', 'umbrella', 'cell phone', 'tv', 'bench', 'chair', 'dining table', 'surfboard']","{'person': 6, 'laptop': 1, 'book': 1, 'tie': 1, 'umbrella': 5, 'cell phone': 1, 'tv': 1, 'bench': 2, 'chair': 1, 'dining table': 1, 'surfboard': 1}"
img/01526.png,"['person', 'tv', 'chair', 'cell phone', 'keyboard', 'remote', 'backpack', 'dining table', 'handbag', 'laptop', 'bottle', 'suitcase']","{'person': 1, 'tv': 1, 'chair': 5, 'cell phone': 2, 'keyboard': 2, 'remote': 3, 'backpack': 1, 'dining table': 4, 'handbag': 4, 'laptop': 2, 'bottle': 1, 'suitcase': 1}"
img/75832.png,['traffic light'],{'traffic light': 5}
img/91283.png,"['person', 'cell phone', 'tie']","{'person': 98, 'cell phone': 1, 'tie': 1}"
img/16539.png,"['person', 'remote', 'cell phone']","{'person': 3, 'remote': 1, 'cell phone': 1}"
img/95108.png,"['person', 'handbag', 'suitcase', 'boat', 'tie', 'motorcycle', 'car', 'chair', 'bicycle', 'clock', 'traffic light', 'bench', 'umbrella']","{'person': 23, 'handbag': 6, 'suitcase': 4, 'boat': 1, 'tie': 1, 'motorcycle': 4, 'car': 4, 'chair': 1, 'bicycle': 2, 'clock': 1, 'traffic light': 1, 'bench': 1, 'umbrella': 1}"
img/95174.png,"['person', 'tie', 'boat', 'clock', 'donut']","{'person': 1, 'tie': 2, 'boat': 1, 'clock': 1, 'donut': 1}"
img/45706.png,"['person', 'truck', 'tv', 'car']","{'person': 2, 'truck': 1, 'tv': 1, 'car': 1}"
img/40291.png,"['person', 'horse', 'tie']","{'person': 2, 'horse': 2, 'tie': 7}"
img/39821.png,"['person', 'scissors', 'clock', 'refrigerator']","{'person': 3, 'scissors': 1, 'clock': 1, 'refrigerator': 1}"
img/41923.png,"['person', 'tie', 'cell phone']","{'person': 6, 'tie': 3, 'cell phone': 3}"
img/32714.png,"['cat', 'bird', 'dog', 'cow', 'sheep', 'person', 'bear', 'horse', 'elephant']","{'cat': 3, 'bird': 3, 'dog': 3, 'cow': 2, 'sheep': 2, 'person': 1, 'bear': 1, 'horse': 1, 'elephant': 1}"
img/85960.png,"['person', 'tie', 'potted plant', 'cell phone', 'bottle', 'handbag']","{'person': 6, 'tie': 8, 'potted plant': 1, 'cell phone': 1, 'bottle': 1, 'handbag': 1}"
img/46910.png,"['person', 'tie', 'horse', 'bird', 'dog', 'backpack', 'dining table', 'book', 'banana', 'teddy bear', 'chair', 'cell phone']","{'person': 22, 'tie': 5, 'horse': 4, 'bird': 1, 'dog': 2, 'backpack': 3, 'dining table': 1, 'book': 1, 'banana': 1, 'teddy bear': 1, 'chair': 1, 'cell phone': 1}"
img/46178.png,"['person', 'kite', 'bed', 'tie']","{'person': 2, 'kite': 5, 'bed': 1, 'tie': 1}"
img/80924.png,"['airplane', 'boat', 'bed', 'kite', 'person', 'bird', 'umbrella']","{'airplane': 1, 'boat': 3, 'bed': 1, 'kite': 1, 'person': 1, 'bird': 1, 'umbrella': 1}"
img/81094.png,['scissors'],{'scissors': 1}
img/37809.png,"['bear', 'dog', 'teddy bear', 'apple', 'sheep', 'cat']","{'bear': 1, 'dog': 1, 'teddy bear': 1, 'apple': 1, 'sheep': 2, 'cat': 1}"
img/62314.png,"['person', 'tie', 'knife', 'toothbrush', 'umbrella', 'sports ball', 'baseball bat', 'bottle', 'remote', 'handbag']","{'person': 5, 'tie': 7, 'knife': 1, 'toothbrush': 1, 'umbrella': 1, 'sports ball': 1, 'baseball bat': 1, 'bottle': 1, 'remote': 1, 'handbag': 1}"
img/81436.png,['person'],{'person': 3}
img/29376.png,"['person', 'baseball glove', 'truck', 'cell phone', 'sports ball', 'car', 'tie', 'handbag', 'backpack', 'bench', 'chair', 'surfboard']","{'person': 11, 'baseball glove': 1, 'truck': 3, 'cell phone': 6, 'sports ball': 1, 'car': 5, 'tie': 7, 'handbag': 2, 'backpack': 1, 'bench': 1, 'chair': 2, 'surfboard': 1}"
img/96508.png,"['person', 'tie', 'scissors', 'chair', 'handbag', 'dining table', 'potted plant']","{'person': 9, 'tie': 1, 'scissors': 1, 'chair': 2, 'handbag': 1, 'dining table': 2, 'potted plant': 2}"
img/76892.png,"['person', 'tie']","{'person': 1, 'tie': 1}"
img/13096.png,"['person', 'sheep', 'dog', 'cow', 'backpack', 'tie', 'teddy bear', 'umbrella', 'bottle', 'car']","{'person': 49, 'sheep': 26, 'dog': 5, 'cow': 2, 'backpack': 1, 'tie': 1, 'teddy bear': 1, 'umbrella': 2, 'bottle': 1, 'car': 1}"
img/94710.png,"['dog', 'bear', 'cat']","{'dog': 1, 'bear': 1, 'cat': 1}"
img/52496.png,"['person', 'bottle', 'cell phone', 'baseball bat', 'toothbrush', 'handbag']","{'person': 1, 'bottle': 1, 'cell phone': 1, 'baseball bat': 1, 'toothbrush': 1, 'handbag': 1}"
img/56708.png,"['person', 'bottle', 'chair', 'tv', 'dining table', 'dog', 'cell phone', 'handbag', 'backpack', 'refrigerator', 'baseball bat', 'tie', 'bed']","{'person': 20, 'bottle': 12, 'chair': 5, 'tv': 2, 'dining table': 1, 'dog': 1, 'cell phone': 1, 'handbag': 2, 'backpack': 1, 'refrigerator': 1, 'baseball bat': 1, 'tie': 1, 'bed': 1}"
img/27605.png,"['person', 'tie', 'car']","{'person': 4, 'tie': 8, 'car': 1}"
img/80792.png,"['person', 'chair', 'couch', 'bed']","{'person': 1, 'chair': 1, 'couch': 1, 'bed': 1}"
img/42317.png,"['cake', 'teddy bear', 'fire hydrant']","{'cake': 1, 'teddy bear': 1, 'fire hydrant': 1}"
img/23715.png,"['person', 'cell phone', 'bed', 'remote', 'couch']","{'person': 4, 'cell phone': 1, 'bed': 3, 'remote': 3, 'couch': 1}"
img/14360.png,"['person', 'baseball bat']","{'person': 5, 'baseball bat': 1}"
img/74631.png,"['person', 'cell phone', 'remote']","{'person': 1, 'cell phone': 1, 'remote': 1}"
img/82134.png,"['person', 'cell phone', 'bottle', 'remote']","{'person': 2, 'cell phone': 2, 'bottle': 1, 'remote': 1}"
img/76814.png,"['person', 'bowl', 'dining table', 'toothbrush', 'potted plant', 'knife', 'wine glass', 'cake', 'banana', 'sink', 'cell phone', 'cup', 'spoon']","{'person': 12, 'bowl': 1, 'dining table': 2, 'toothbrush': 1, 'potted plant': 1, 'knife': 1, 'wine glass': 2, 'cake': 1, 'banana': 2, 'sink': 2, 'cell phone': 2, 'cup': 1, 'spoon': 1}"
img/75928.png,"['person', 'chair', 'bench', 'clock', 'cell phone', 'backpack', 'handbag']","{'person': 24, 'chair': 3, 'bench': 1, 'clock': 2, 'cell phone': 2, 'backpack': 1, 'handbag': 1}"
img/13459.png,"['person', 'scissors', 'hot dog', 'spoon', 'cell phone', 'horse', 'tie']","{'person': 12, 'scissors': 4, 'hot dog': 1, 'spoon': 1, 'cell phone': 1, 'horse': 1, 'tie': 1}"
img/92867.png,"['person', 'horse', 'tv', 'spoon', 'tie', 'remote', 'baseball bat', 'toothbrush', 'hair drier']","{'person': 7, 'horse': 1, 'tv': 2, 'spoon': 1, 'tie': 2, 'remote': 1, 'baseball bat': 1, 'toothbrush': 1, 'hair drier': 1}"
img/02519.png,"['person', 'tie', 'remote']","{'person': 1, 'tie': 1, 'remote': 1}"
img/21354.png,"['person', 'bed']","{'person': 4, 'bed': 1}"
img/73810.png,['person'],{'person': 1}
img/47862.png,"['person', 'remote']","{'person': 1, 'remote': 1}"
img/94378.png,"['person', 'bed', 'tie']","{'person': 5, 'bed': 1, 'tie': 2}"
img/86912.png,"['person', 'tie']","{'person': 3, 'tie': 1}"
img/52974.png,"['person', 'chair', 'cell phone', 'couch', 'remote']","{'person': 1, 'chair': 3, 'cell phone': 2, 'couch': 2, 'remote': 2}"
img/87203.png,"['person', 'car']","{'person': 3, 'car': 4}"
img/32051.png,['person'],{'person': 1}
img/40896.png,"['person', 'bed', 'dining table']","{'person': 1, 'bed': 2, 'dining table': 1}"
img/05984.png,"['person', 'skis', 'book', 'baseball bat']","{'person': 1, 'skis': 1, 'book': 1, 'baseball bat': 1}"
img/65328.png,"['person', 'cake', 'cup', 'dining table', 'bed', 'tie', 'wine glass']","{'person': 1, 'cake': 1, 'cup': 2, 'dining table': 1, 'bed': 1, 'tie': 1, 'wine glass': 1}"
img/15630.png,[],{}
img/80629.png,"['person', 'tie', 'scissors', 'apple']","{'person': 1, 'tie': 1, 'scissors': 6, 'apple': 1}"
img/73596.png,"['bird', 'bear', 'dog', 'sheep', 'cow', 'horse', 'kite']","{'bird': 6, 'bear': 5, 'dog': 4, 'sheep': 5, 'cow': 1, 'horse': 1, 'kite': 1}"
img/21346.png,"['person', 'handbag', 'backpack']","{'person': 2, 'handbag': 1, 'backpack': 1}"
img/20835.png,"['person', 'chair']","{'person': 4, 'chair': 1}"
img/13690.png,"['person', 'chair', 'cell phone', 'spoon', 'backpack', 'couch']","{'person': 1, 'chair': 3, 'cell phone': 1, 'spoon': 1, 'backpack': 3, 'couch': 3}"
img/07983.png,"['person', 'sports ball', 'suitcase', 'boat', 'surfboard', 'backpack', 'handbag']","{'person': 45, 'sports ball': 2, 'suitcase': 1, 'boat': 1, 'surfboard': 1, 'backpack': 3, 'handbag': 1}"
img/15648.png,"['teddy bear', 'person', 'bird', 'vase', 'fire hydrant']","{'teddy bear': 1, 'person': 2, 'bird': 1, 'vase': 1, 'fire hydrant': 1}"
img/34675.png,"['laptop', 'person', 'cup', 'chair', 'dining table', 'suitcase', 'handbag', 'knife', 'fork', 'toothbrush', 'spoon', 'bench', 'cell phone', 'tie', 'backpack', 'bowl']","{'laptop': 1, 'person': 37, 'cup': 1, 'chair': 3, 'dining table': 3, 'suitcase': 1, 'handbag': 7, 'knife': 1, 'fork': 1, 'toothbrush': 1, 'spoon': 1, 'bench': 2, 'cell phone': 2, 'tie': 3, 'backpack': 4, 'bowl': 1}"
img/59684.png,"['person', 'clock', 'tv', 'umbrella', 'chair', 'refrigerator']","{'person': 3, 'clock': 1, 'tv': 1, 'umbrella': 1, 'chair': 1, 'refrigerator': 1}"
img/25706.png,"['person', 'handbag', 'backpack', 'surfboard', 'horse']","{'person': 12, 'handbag': 7, 'backpack': 5, 'surfboard': 1, 'horse': 1}"
img/03298.png,"['person', 'couch', 'tv', 'bed', 'chair', 'microwave', 'handbag', 'suitcase', 'laptop', 'tie', 'tennis racket', 'bicycle', 'skateboard', 'clock', 'remote', 'baseball bat']","{'person': 1, 'couch': 3, 'tv': 3, 'bed': 9, 'chair': 4, 'microwave': 1, 'handbag': 4, 'suitcase': 1, 'laptop': 3, 'tie': 1, 'tennis racket': 1, 'bicycle': 1, 'skateboard': 1, 'clock': 1, 'remote': 1, 'baseball bat': 1}"
img/53204.png,"['dog', 'bear', 'cat', 'giraffe', 'horse', 'cow', 'sheep', 'zebra', 'bird']","{'dog': 1, 'bear': 1, 'cat': 1, 'giraffe': 1, 'horse': 1, 'cow': 1, 'sheep': 1, 'zebra': 1, 'bird': 1}"
img/62514.png,['person'],{'person': 1}
img/59376.png,"['person', 'book', 'laptop', 'chair', 'dining table', 'bench']","{'person': 3, 'book': 5, 'laptop': 2, 'chair': 3, 'dining table': 1, 'bench': 1}"
img/89061.png,"['person', 'tie']","{'person': 5, 'tie': 2}"
img/73045.png,"['bird', 'banana']","{'bird': 3, 'banana': 1}"
img/43675.png,"['cat', 'oven', 'car', 'sink', 'bicycle']","{'cat': 2, 'oven': 3, 'car': 1, 'sink': 3, 'bicycle': 1}"
img/18203.png,"['person', 'tv']","{'person': 1, 'tv': 1}"
img/26034.png,"['person', 'cell phone', 'book', 'donut']","{'person': 8, 'cell phone': 6, 'book': 1, 'donut': 1}"
img/67984.png,"['person', 'dog', 'horse', 'cow']","{'person': 1, 'dog': 1, 'horse': 2, 'cow': 2}"
img/62408.png,"['bird', 'kite']","{'bird': 2, 'kite': 1}"
img/30958.png,"['cow', 'horse', 'bench', 'person', 'cake', 'suitcase', 'train', 'bird', 'oven']","{'cow': 1, 'horse': 1, 'bench': 2, 'person': 2, 'cake': 1, 'suitcase': 2, 'train': 1, 'bird': 1, 'oven': 1}"
img/35218.png,"['person', 'bird', 'potted plant', 'skateboard', 'motorcycle', 'bench', 'bed', 'horse', 'car', 'bicycle', 'suitcase', 'pizza', 'cake']","{'person': 1, 'bird': 2, 'potted plant': 1, 'skateboard': 2, 'motorcycle': 4, 'bench': 1, 'bed': 1, 'horse': 1, 'car': 1, 'bicycle': 1, 'suitcase': 1, 'pizza': 1, 'cake': 1}"
img/96840.png,[],{}
img/83510.png,"['person', 'vase', 'bottle', 'bird', 'potted plant']","{'person': 1, 'vase': 2, 'bottle': 1, 'bird': 1, 'potted plant': 1}"
img/67109.png,"['person', 'bird', 'potted plant', 'giraffe', 'bench']","{'person': 2, 'bird': 1, 'potted plant': 2, 'giraffe': 1, 'bench': 1}"
img/29813.png,"['person', 'tie', 'donut']","{'person': 2, 'tie': 2, 'donut': 1}"
img/68715.png,"['dog', 'handbag', 'backpack', 'potted plant', 'suitcase', 'person', 'vase', 'tv', 'chair', 'motorcycle', 'cup', 'cell phone']","{'dog': 2, 'handbag': 5, 'backpack': 6, 'potted plant': 3, 'suitcase': 5, 'person': 2, 'vase': 1, 'tv': 1, 'chair': 1, 'motorcycle': 1, 'cup': 1, 'cell phone': 1}"
img/92478.png,"['person', 'chair', 'banana', 'dining table', 'bench']","{'person': 4, 'chair': 3, 'banana': 1, 'dining table': 1, 'bench': 1}"
img/91423.png,"['person', 'handbag', 'cake', 'dog', 'cat', 'bear', 'banana']","{'person': 4, 'handbag': 1, 'cake': 1, 'dog': 1, 'cat': 1, 'bear': 1, 'banana': 1}"
img/13068.png,"['clock', 'baseball glove', 'handbag', 'person', 'tennis racket', 'stop sign', 'mouse', 'sports ball', 'bottle', 'book', 'donut', 'tie', 'cell phone']","{'clock': 2, 'baseball glove': 3, 'handbag': 2, 'person': 2, 'tennis racket': 1, 'stop sign': 1, 'mouse': 1, 'sports ball': 2, 'bottle': 1, 'book': 2, 'donut': 2, 'tie': 1, 'cell phone': 1}"
img/69542.png,"['person', 'handbag', 'tie', 'umbrella', 'sheep', 'backpack', 'bicycle', 'horse', 'cell phone']","{'person': 11, 'handbag': 18, 'tie': 3, 'umbrella': 4, 'sheep': 1, 'backpack': 2, 'bicycle': 1, 'horse': 1, 'cell phone': 1}"
img/19247.png,"['person', 'spoon', 'chair', 'wine glass', 'cell phone', 'bench', 'book', 'cup']","{'person': 4, 'spoon': 1, 'chair': 1, 'wine glass': 2, 'cell phone': 3, 'bench': 6, 'book': 1, 'cup': 1}"
img/03187.png,"['person', 'bottle', 'tv', 'backpack', 'tie', 'book', 'handbag', 'car']","{'person': 1, 'bottle': 3, 'tv': 1, 'backpack': 1, 'tie': 1, 'book': 1, 'handbag': 1, 'car': 1}"
img/03574.png,"['sheep', 'dog', 'cow', 'horse', 'cat']","{'sheep': 3, 'dog': 3, 'cow': 3, 'horse': 1, 'cat': 1}"
img/92514.png,"['tv', 'mouse', 'cup', 'vase', 'cell phone', 'toaster', 'bowl', 'clock']","{'tv': 1, 'mouse': 1, 'cup': 1, 'vase': 2, 'cell phone': 1, 'toaster': 1, 'bowl': 1, 'clock': 1}"
img/89102.png,['person'],{'person': 1}
img/10538.png,"['person', 'tie', 'skateboard', 'tennis racket', 'handbag', 'cell phone', 'backpack', 'dog']","{'person': 9, 'tie': 7, 'skateboard': 1, 'tennis racket': 3, 'handbag': 1, 'cell phone': 1, 'backpack': 1, 'dog': 1}"
img/05841.png,"['person', 'chair', 'couch', 'tie', 'bench', 'knife', 'bed', 'handbag']","{'person': 8, 'chair': 4, 'couch': 5, 'tie': 1, 'bench': 2, 'knife': 1, 'bed': 1, 'handbag': 1}"
img/28074.png,"['person', 'tie']","{'person': 2, 'tie': 2}"
img/34862.png,"['person', 'potted plant', 'chair', 'clock', 'cell phone']","{'person': 26, 'potted plant': 1, 'chair': 5, 'clock': 1, 'cell phone': 2}"
img/24581.png,"['person', 'car', 'backpack', 'skateboard', 'handbag', 'parking meter', 'umbrella', 'bird', 'surfboard', 'bed', 'truck']","{'person': 8, 'car': 2, 'backpack': 8, 'skateboard': 3, 'handbag': 4, 'parking meter': 1, 'umbrella': 1, 'bird': 1, 'surfboard': 1, 'bed': 1, 'truck': 1}"
img/70843.png,['person'],{'person': 3}
img/31568.png,"['person', 'cell phone', 'backpack', 'tie']","{'person': 12, 'cell phone': 1, 'backpack': 1, 'tie': 1}"
img/60592.png,"['person', 'handbag', 'baseball bat', 'couch', 'tennis racket', 'suitcase', 'chair', 'backpack', 'bottle', 'baseball glove', 'scissors', 'bench', 'tie', 'cell phone']","{'person': 1, 'handbag': 1, 'baseball bat': 1, 'couch': 1, 'tennis racket': 1, 'suitcase': 1, 'chair': 3, 'backpack': 1, 'bottle': 1, 'baseball glove': 1, 'scissors': 1, 'bench': 1, 'tie': 1, 'cell phone': 1}"
img/15824.png,"['person', 'train', 'car', 'bus', 'potted plant', 'truck', 'handbag', 'skateboard', 'cell phone', 'motorcycle']","{'person': 33, 'train': 1, 'car': 5, 'bus': 1, 'potted plant': 2, 'truck': 1, 'handbag': 5, 'skateboard': 3, 'cell phone': 1, 'motorcycle': 1}"
img/64017.png,"['person', 'cup', 'donut', 'remote', 'bottle', 'dog', 'vase', 'teddy bear', 'cell phone', 'bowl', 'chair', 'dining table', 'cake']","{'person': 3, 'cup': 2, 'donut': 2, 'remote': 1, 'bottle': 1, 'dog': 1, 'vase': 2, 'teddy bear': 1, 'cell phone': 1, 'bowl': 2, 'chair': 2, 'dining table': 1, 'cake': 1}"
img/63871.png,"['person', 'chair', 'cup', 'clock', 'cell phone', 'oven', 'remote', 'laptop', 'dining table', 'baseball glove', 'toothbrush', 'book', 'couch', 'handbag', 'bench', 'bed', 'knife']","{'person': 6, 'chair': 9, 'cup': 1, 'clock': 1, 'cell phone': 1, 'oven': 1, 'remote': 1, 'laptop': 3, 'dining table': 2, 'baseball glove': 1, 'toothbrush': 1, 'book': 3, 'couch': 2, 'handbag': 1, 'bench': 3, 'bed': 1, 'knife': 1}"
img/41562.png,"['person', 'laptop', 'keyboard']","{'person': 1, 'laptop': 1, 'keyboard': 1}"
img/20876.png,"['motorcycle', 'car', 'suitcase', 'person', 'truck', 'mouse']","{'motorcycle': 1, 'car': 1, 'suitcase': 1, 'person': 2, 'truck': 1, 'mouse': 1}"
img/21908.png,['person'],{'person': 1}
img/76851.png,"['truck', 'train']","{'truck': 1, 'train': 1}"
img/67431.png,"['cake', 'kite', 'surfboard', 'teddy bear', 'clock', 'snowboard']","{'cake': 1, 'kite': 1, 'surfboard': 1, 'teddy bear': 1, 'clock': 1, 'snowboard': 1}"
img/65124.png,"['person', 'tie', 'cell phone', 'mouse', 'cup', 'chair', 'bowl', 'dining table', 'couch', 'book', 'remote', 'laptop', 'bench']","{'person': 2, 'tie': 1, 'cell phone': 2, 'mouse': 1, 'cup': 1, 'chair': 5, 'bowl': 1, 'dining table': 3, 'couch': 3, 'book': 5, 'remote': 1, 'laptop': 2, 'bench': 1}"
img/46902.png,['person'],{'person': 8}
img/85426.png,"['person', 'bench']","{'person': 1, 'bench': 1}"
img/04798.png,"['dog', 'cat', 'bird']","{'dog': 3, 'cat': 1, 'bird': 3}"
img/31897.png,['person'],{'person': 1}
img/93275.png,"['cat', 'bear', 'dog', 'teddy bear']","{'cat': 1, 'bear': 1, 'dog': 1, 'teddy bear': 1}"
img/47618.png,"['person', 'chair', 'laptop', 'clock', 'banana', 'dining table', 'wine glass', 'orange', 'tv', 'microwave', 'oven', 'cup', 'sandwich', 'potted plant', 'keyboard', 'refrigerator', 'hot dog', 'bowl']","{'person': 1, 'chair': 1, 'laptop': 3, 'clock': 4, 'banana': 2, 'dining table': 3, 'wine glass': 1, 'orange': 2, 'tv': 1, 'microwave': 5, 'oven': 4, 'cup': 3, 'sandwich': 1, 'potted plant': 1, 'keyboard': 1, 'refrigerator': 2, 'hot dog': 1, 'bowl': 1}"
img/81975.png,['person'],{'person': 2}
img/85729.png,"['person', 'remote', 'snowboard']","{'person': 36, 'remote': 1, 'snowboard': 1}"
img/54917.png,"['person', 'couch', 'bed', 'toilet', 'hair drier', 'refrigerator', 'book', 'chair', 'tv']","{'person': 2, 'couch': 4, 'bed': 3, 'toilet': 1, 'hair drier': 1, 'refrigerator': 1, 'book': 1, 'chair': 1, 'tv': 1}"
img/69158.png,"['person', 'tie', 'chair']","{'person': 2, 'tie': 1, 'chair': 1}"
img/86451.png,"['dog', 'person', 'cat', 'cow', 'car', 'teddy bear', 'umbrella']","{'dog': 1, 'person': 1, 'cat': 1, 'cow': 1, 'car': 1, 'teddy bear': 1, 'umbrella': 1}"
img/10328.png,"['person', 'vase', 'cup', 'car', 'umbrella', 'bottle']","{'person': 3, 'vase': 1, 'cup': 1, 'car': 3, 'umbrella': 1, 'bottle': 1}"
img/71485.png,"['person', 'tie']","{'person': 1, 'tie': 1}"
img/71583.png,"['dog', 'person', 'elephant', 'horse', 'teddy bear', 'sheep', 'bird', 'bear', 'cow']","{'dog': 1, 'person': 1, 'elephant': 1, 'horse': 1, 'teddy bear': 1, 'sheep': 1, 'bird': 1, 'bear': 1, 'cow': 1}"
img/21403.png,"['person', 'tie']","{'person': 1, 'tie': 4}"
img/95482.png,"['person', 'bench']","{'person': 7, 'bench': 1}"
img/79610.png,"['person', 'tie', 'cell phone', 'handbag', 'chair']","{'person': 30, 'tie': 6, 'cell phone': 2, 'handbag': 1, 'chair': 1}"
img/76140.png,['person'],{'person': 1}
img/35917.png,['person'],{'person': 2}
img/01475.png,"['person', 'tie', 'donut']","{'person': 2, 'tie': 4, 'donut': 1}"
img/49185.png,"['person', 'horse', 'dog', 'cow']","{'person': 20, 'horse': 1, 'dog': 1, 'cow': 1}"
img/16480.png,"['person', 'car', 'truck', 'boat', 'baseball bat']","{'person': 2, 'car': 4, 'truck': 1, 'boat': 3, 'baseball bat': 1}"
img/20617.png,"['dog', 'teddy bear', 'tie']","{'dog': 1, 'teddy bear': 3, 'tie': 1}"
img/16058.png,"['person', 'vase', 'banana', 'cell phone', 'cup', 'remote', 'boat', 'bottle', 'fire hydrant', 'surfboard', 'bowl', 'motorcycle', 'toilet', 'cake', 'handbag']","{'person': 2, 'vase': 2, 'banana': 4, 'cell phone': 1, 'cup': 2, 'remote': 1, 'boat': 1, 'bottle': 1, 'fire hydrant': 1, 'surfboard': 1, 'bowl': 1, 'motorcycle': 1, 'toilet': 1, 'cake': 2, 'handbag': 1}"
img/70849.png,['person'],{'person': 1}
img/78306.png,"['person', 'tie', 'tv', 'bench', 'chair', 'bottle']","{'person': 4, 'tie': 8, 'tv': 6, 'bench': 2, 'chair': 1, 'bottle': 1}"
img/97623.png,"['person', 'tie']","{'person': 1, 'tie': 1}"
img/92314.png,['person'],{'person': 1}
img/52406.png,"['person', 'skateboard', 'car', 'sports ball', 'remote', 'suitcase', 'bottle', 'handbag', 'baseball glove']","{'person': 20, 'skateboard': 1, 'car': 2, 'sports ball': 3, 'remote': 2, 'suitcase': 1, 'bottle': 1, 'handbag': 1, 'baseball glove': 1}"
img/71230.png,"['person', 'tie', 'cell phone', 'laptop', 'backpack']","{'person': 13, 'tie': 2, 'cell phone': 1, 'laptop': 1, 'backpack': 1}"
img/90786.png,"['person', 'banana', 'backpack', 'chair', 'cake']","{'person': 5, 'banana': 2, 'backpack': 1, 'chair': 1, 'cake': 1}"
img/62458.png,"['person', 'backpack', 'handbag', 'apple']","{'person': 2, 'backpack': 3, 'handbag': 5, 'apple': 1}"
img/40137.png,"['person', 'backpack', 'suitcase', 'handbag', 'bench', 'chair']","{'person': 34, 'backpack': 2, 'suitcase': 1, 'handbag': 3, 'bench': 1, 'chair': 1}"
img/38069.png,"['person', 'cell phone', 'tie', 'remote']","{'person': 1, 'cell phone': 1, 'tie': 4, 'remote': 1}"
img/20819.png,"['person', 'cow', 'tie', 'sheep', 'dog', 'bottle', 'horse', 'chair', 'couch']","{'person': 26, 'cow': 19, 'tie': 1, 'sheep': 10, 'dog': 6, 'bottle': 1, 'horse': 5, 'chair': 1, 'couch': 1}"
img/20163.png,"['person', 'handbag']","{'person': 2, 'handbag': 1}"
img/50248.png,"['dog', 'person', 'orange', 'cow']","{'dog': 2, 'person': 3, 'orange': 1, 'cow': 1}"
img/83619.png,"['person', 'chair', 'handbag', 'spoon', 'dining table', 'book', 'tie', 'suitcase', 'backpack', 'fork', 'bench', 'knife']","{'person': 10, 'chair': 29, 'handbag': 4, 'spoon': 1, 'dining table': 7, 'book': 2, 'tie': 2, 'suitcase': 1, 'backpack': 1, 'fork': 1, 'bench': 1, 'knife': 1}"
img/26459.png,"['dog', 'bird', 'bear', 'cat']","{'dog': 1, 'bird': 1, 'bear': 1, 'cat': 1}"
img/30412.png,"['person', 'spoon', 'backpack', 'toothbrush', 'bottle', 'handbag', 'wine glass', 'cup', 'bowl']","{'person': 2, 'spoon': 1, 'backpack': 1, 'toothbrush': 1, 'bottle': 1, 'handbag': 1, 'wine glass': 1, 'cup': 2, 'bowl': 1}"
img/97035.png,"['person', 'horse', 'bird', 'cow', 'dog', 'giraffe', 'handbag', 'skateboard']","{'person': 8, 'horse': 3, 'bird': 3, 'cow': 2, 'dog': 2, 'giraffe': 1, 'handbag': 1, 'skateboard': 1}"
img/74602.png,"['car', 'airplane', 'motorcycle', 'bus', 'truck', 'person']","{'car': 1, 'airplane': 1, 'motorcycle': 1, 'bus': 1, 'truck': 1, 'person': 1}"
img/93650.png,['person'],{'person': 8}
img/95742.png,"['person', 'bird', 'sports ball', 'baseball glove', 'airplane', 'bench', 'kite', 'car', 'umbrella']","{'person': 9, 'bird': 1, 'sports ball': 1, 'baseball glove': 2, 'airplane': 1, 'bench': 1, 'kite': 1, 'car': 2, 'umbrella': 1}"
img/93410.png,"['person', 'suitcase', 'teddy bear', 'bird', 'dog']","{'person': 1, 'suitcase': 1, 'teddy bear': 1, 'bird': 1, 'dog': 1}"
img/75203.png,"['person', 'handbag', 'wine glass', 'cup', 'spoon', 'baseball bat', 'bench']","{'person': 1, 'handbag': 6, 'wine glass': 1, 'cup': 2, 'spoon': 1, 'baseball bat': 1, 'bench': 3}"
img/54286.png,"['person', 'dog', 'sheep', 'handbag', 'bird', 'donut', 'backpack', 'elephant', 'cat']","{'person': 1, 'dog': 2, 'sheep': 16, 'handbag': 2, 'bird': 1, 'donut': 1, 'backpack': 3, 'elephant': 2, 'cat': 1}"
img/02841.png,"['person', 'tie']","{'person': 4, 'tie': 1}"
img/93076.png,"['cell phone', 'remote', 'toilet', 'laptop', 'refrigerator', 'parking meter', 'sink', 'tv']","{'cell phone': 1, 'remote': 1, 'toilet': 1, 'laptop': 1, 'refrigerator': 1, 'parking meter': 1, 'sink': 1, 'tv': 1}"
img/89407.png,['person'],{'person': 1}
img/65728.png,"['person', 'boat', 'car', 'tie', 'parking meter', 'sports ball', 'surfboard', 'backpack', 'chair']","{'person': 4, 'boat': 8, 'car': 4, 'tie': 2, 'parking meter': 1, 'sports ball': 2, 'surfboard': 1, 'backpack': 1, 'chair': 1}"
img/75841.png,"['person', 'cow', 'tie', 'sheep', 'train', 'dog']","{'person': 1, 'cow': 1, 'tie': 2, 'sheep': 1, 'train': 1, 'dog': 1}"
